LocalizedName, BlockState
铁皮台阶, quark:iron_plate_slab[half=bottom,prop=blarg]
沙砖, quark:sandy_bricks
沙砖楼梯, quark:sandy_bricks_stairs[facing=east,half=bottom,shape=straight]
沙砖台阶, quark:sandy_bricks_slab[half=bottom,prop=blarg]
沙砖墙, quark:sandy_bricks_wall[east=false,north=false,south=false,up=false,west=false]
石头楼梯, quark:stone_stairs[facing=east,half=bottom,shape=straight]
花岗岩楼梯, quark:stone_granite_stairs[facing=east,half=bottom,shape=straight]
花岗岩台阶, quark:stone_granite_slab[half=bottom,prop=blarg]
闪长岩楼梯, quark:stone_diorite_stairs[facing=east,half=bottom,shape=straight]
闪长岩台阶, quark:stone_diorite_slab[half=bottom,prop=blarg]
安山岩楼梯, quark:stone_andesite_stairs[facing=east,half=bottom,shape=straight]
安山岩台阶, quark:stone_andesite_slab[half=bottom,prop=blarg]
末地石砖楼梯, quark:end_bricks_stairs[facing=east,half=bottom,shape=straight]
末地石砖台阶, quark:end_bricks_slab[half=bottom,prop=blarg]
海晶石楼梯, quark:prismarine_stairs[facing=east,half=bottom,shape=straight]
海晶石台阶, quark:prismarine_slab[half=bottom,prop=blarg]
海晶石砖楼梯, quark:prismarine_bricks_stairs[facing=east,half=bottom,shape=straight]
海晶石砖台阶, quark:prismarine_bricks_slab[half=bottom,prop=blarg]
暗海晶石楼梯, quark:prismarine_dark_stairs[facing=east,half=bottom,shape=straight]
暗海晶石台阶, quark:prismarine_dark_slab[half=bottom,prop=blarg]
红色地狱砖楼梯, quark:red_nether_brick_stairs[facing=east,half=bottom,shape=straight]
红色地狱砖台阶, quark:red_nether_brick_slab[half=bottom,prop=blarg]
茅草, quark:thatch
茅草楼梯, quark:thatch_stairs[facing=east,half=bottom,shape=straight]
茅草台阶, quark:thatch_slab[half=bottom,prop=blarg]
烧焦地狱砖, quark:charred_nether_bricks
烧焦地狱砖楼梯, quark:charred_nether_brick_stairs[facing=east,half=bottom,shape=straight]
烧焦地狱砖台阶, quark:charred_nether_brick_slab[half=bottom,prop=blarg]
花岗岩石砖, quark:world_stone_bricks[variant=stone_granite_bricks]
闪长岩石砖, quark:world_stone_bricks[variant=stone_diorite_bricks]
安山岩石砖, quark:world_stone_bricks[variant=stone_andesite_bricks]
玄武岩砖, quark:world_stone_bricks[variant=stone_basalt_bricks]
大理石砖, quark:world_stone_bricks[variant=stone_marble_bricks]
石灰石砖, quark:world_stone_bricks[variant=stone_limestone_bricks]
錾制花岗岩砖, quark:world_stone_carved[variant=stone_granite_carved]
錾制闪长岩砖, quark:world_stone_carved[variant=stone_diorite_carved]
錾制安山岩砖, quark:world_stone_carved[variant=stone_andesite_carved]
錾制玄武岩砖, quark:world_stone_carved[variant=stone_basalt_carved]
錾制大理石砖, quark:world_stone_carved[variant=stone_marble_carved]
錾制石灰岩砖, quark:world_stone_carved[variant=stone_limestone_carved]
花岗岩砖楼梯, quark:stone_granite_bricks_stairs[facing=east,half=bottom,shape=straight]
花岗岩砖台阶, quark:stone_granite_bricks_slab[half=bottom,prop=blarg]
闪长岩砖楼梯, quark:stone_diorite_bricks_stairs[facing=east,half=bottom,shape=straight]
闪长岩砖台阶, quark:stone_diorite_bricks_slab[half=bottom,prop=blarg]
安山岩砖楼梯, quark:stone_andesite_bricks_stairs[facing=east,half=bottom,shape=straight]
安山岩砖台阶, quark:stone_andesite_bricks_slab[half=bottom,prop=blarg]
玄武岩砖楼梯, quark:stone_basalt_bricks_stairs[facing=east,half=bottom,shape=straight]
玄武岩砖台阶, quark:stone_basalt_bricks_slab[half=bottom,prop=blarg]
大理石砖楼梯, quark:stone_marble_bricks_stairs[facing=east,half=bottom,shape=straight]
大理石砖台阶, quark:stone_marble_bricks_slab[half=bottom,prop=blarg]
石灰石砖楼梯, quark:stone_limestone_bricks_stairs[facing=east,half=bottom,shape=straight]
石灰石砖台阶, quark:stone_limestone_bricks_slab[half=bottom,prop=blarg]
花岗岩砖墙, quark:stone_granite_bricks_wall[east=false,north=false,south=false,up=false,west=false]
闪长岩砖墙, quark:stone_diorite_bricks_wall[east=false,north=false,south=false,up=false,west=false]
安山岩砖墙, quark:stone_andesite_bricks_wall[east=false,north=false,south=false,up=false,west=false]
玄武岩砖墙, quark:stone_basalt_bricks_wall[east=false,north=false,south=false,up=false,west=false]
大理石砖墙, quark:stone_marble_bricks_wall[east=false,north=false,south=false,up=false,west=false]
石灰石砖墙, quark:stone_limestone_bricks_wall[east=false,north=false,south=false,up=false,west=false]
绿宓块, quark:midori_block
竖纹绿宓块, quark:midori_pillar[axis=y]
绿宓块楼梯, quark:midori_block_stairs[facing=east,half=bottom,shape=straight]
绿宓块台阶, quark:midori_block_slab[half=bottom,prop=blarg]
绿宓块墙, quark:midori_block_wall[east=false,north=false,south=false,up=false,west=false]
岩浆砖, quark:magma_bricks
岩浆砖楼梯, quark:magma_bricks_stairs[facing=east,half=bottom,shape=straight]
岩浆砖台阶, quark:magma_bricks_slab[half=bottom,prop=blarg]
竖纹橡木木板, quark:vertical_planks[variant=vertical_oak_planks]
竖纹云杉木板, quark:vertical_planks[variant=vertical_spruce_planks]
竖纹白桦木板, quark:vertical_planks[variant=vertical_birch_planks]
竖纹丛林木板, quark:vertical_planks[variant=vertical_jungle_planks]
竖纹金合欢木板, quark:vertical_planks[variant=vertical_acacia_planks]
竖纹深色橡木木板, quark:vertical_planks[variant=vertical_dark_oak_planks]
竖纹白色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_white]
竖纹橙色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_orange]
竖纹品红色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_magenta]
竖纹淡蓝色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_light_blue]
竖纹黄色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_yellow]
竖纹黄绿色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_lime]
竖纹粉红色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_pink]
竖纹灰色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_gray]
竖纹淡灰色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_silver]
竖纹青色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_cyan]
竖纹紫色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_purple]
竖纹蓝色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_blue]
竖纹棕色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_brown]
竖纹绿色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_green]
竖纹红色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_red]
竖纹黑色染色木板, quark:vertical_stained_planks[variant=vertical_stained_planks_black]
黯际块, quark:duskbound_block
黯际灯, quark:duskbound_lantern
黯际楼梯, quark:duskbound_block_stairs[facing=east,half=bottom,shape=straight]
黯际台阶, quark:duskbound_block_slab[half=bottom,prop=blarg]
黯际墙, quark:duskbound_block_wall[east=false,north=false,south=false,up=false,west=false]
花岗岩铺路石, quark:world_stone_pavement[variant=stone_granite_pavement]
闪长岩铺路石, quark:world_stone_pavement[variant=stone_diorite_pavement]
安山岩铺路石, quark:world_stone_pavement[variant=stone_andesite_pavement]
玄武岩铺路石, quark:world_stone_pavement[variant=stone_basalt_pavement]
大理石铺路石, quark:world_stone_pavement[variant=stone_marble_pavement]
石灰石铺路石, quark:world_stone_pavement[variant=stone_limestone_pavement]
甘蔗块, quark:reed_block[axis=y]
甘蔗楼梯, quark:reed_block_stairs[facing=east,half=bottom,shape=straight]
甘蔗台阶, quark:reed_block_slab[half=bottom,prop=blarg]
甘蔗墙, quark:reed_block_wall[east=false,north=false,south=false,up=false,west=false]
雪砖, quark:snow_bricks
雪砖楼梯, quark:snow_bricks_stairs[facing=east,half=bottom,shape=straight]
雪砖台阶, quark:snow_bricks_slab[half=bottom,prop=blarg]
雪砖墙, quark:snow_bricks_wall[east=false,north=false,south=false,up=false,west=false]
雕纹橡木, quark:carved_wood[variant=carved_oak_wood]
雕纹云杉木, quark:carved_wood[variant=carved_spruce_wood]
雕纹白桦木, quark:carved_wood[variant=carved_birch_wood]
雕纹丛林木, quark:carved_wood[variant=carved_jungle_wood]
雕纹金合欢木, quark:carved_wood[variant=carved_acacia_wood]
雕纹深色橡木, quark:carved_wood[variant=carved_dark_oak_wood]
灵魂砂岩, quark:soul_sandstone[variant=soul_sandstone]
錾制灵魂砂岩, quark:soul_sandstone[variant=chiseled_soul_sandstone]
平滑灵魂砂岩, quark:soul_sandstone[variant=smooth_soul_sandstone]
灵魂砂岩台阶, quark:soul_sandstone_slab[half=bottom,prop=blarg]
灵魂砂岩楼梯, quark:soul_sandstone_stairs[facing=east,half=bottom,shape=straight]
灵魂砂岩墙, quark:soul_sandstone_wall[east=false,north=false,south=false,up=false,west=false]
草垛块, quark:turf
草垛楼梯, quark:turf_stairs[facing=east,half=bottom,shape=straight]
草垛台阶, quark:turf_slab[half=bottom,prop=blarg]
有框玻璃, quark:framed_glass
有框玻璃板, quark:framed_glass_pane[east=false,north=false,south=false,west=false]
熔铸石, quark:polished_netherrack[variant=polished_netherrack]
熔铸砖, quark:polished_netherrack[variant=polished_netherrack_bricks]
熔铸砖楼梯, quark:polished_netherrack_bricks_stairs[facing=east,half=bottom,shape=straight]
熔铸砖台阶, quark:polished_netherrack_bricks_slab[half=bottom,prop=blarg]
熔铸砖墙, quark:polished_netherrack_bricks_wall[east=false,north=false,south=false,up=false,west=false]
白色缝边羊毛, quark:quilted_wool[variant=wool_quilted_white]
橙色缝边羊毛, quark:quilted_wool[variant=wool_quilted_orange]
品红色缝边羊毛, quark:quilted_wool[variant=wool_quilted_magenta]
淡蓝色缝边羊毛, quark:quilted_wool[variant=wool_quilted_light_blue]
黄色缝边羊毛, quark:quilted_wool[variant=wool_quilted_yellow]
黄绿色缝边羊毛, quark:quilted_wool[variant=wool_quilted_lime]
粉红色缝边羊毛, quark:quilted_wool[variant=wool_quilted_pink]
灰色缝边羊毛, quark:quilted_wool[variant=wool_quilted_gray]
淡灰色缝边羊毛, quark:quilted_wool[variant=wool_quilted_silver]
青色缝边羊毛, quark:quilted_wool[variant=wool_quilted_cyan]
紫色缝边羊毛, quark:quilted_wool[variant=wool_quilted_purple]
蓝色缝边羊毛, quark:quilted_wool[variant=wool_quilted_blue]
棕色缝边羊毛, quark:quilted_wool[variant=wool_quilted_brown]
绿色缝边羊毛, quark:quilted_wool[variant=wool_quilted_green]
红色缝边羊毛, quark:quilted_wool[variant=wool_quilted_red]
黑色缝边羊毛, quark:quilted_wool[variant=wool_quilted_black]
给料槽, quark:chute[enabled=true]
糖方块, quark:sugar_block
红石随机发生器, quark:redstone_randomizer[facing=north,power_left=false,powered=false]
铁质按钮, quark:iron_button[facing=down,powered=false]
金质按钮, quark:gold_button[facing=down,powered=false]
末影侦测器, quark:ender_watcher[watched=false]
铁棒, quark:iron_rod[connected=true,facing=down]
黑曜石压力板, quark:obsidian_pressure_plate[powered=false]
天气传感器, quark:rain_detector[inverted=false,power=false]
云杉木活板门, quark:spruce_trapdoor[facing=north,half=bottom,open=false]
白桦木活板门, quark:birch_trapdoor[facing=north,half=bottom,open=false]
丛林木活板门, quark:jungle_trapdoor[facing=north,half=bottom,open=false]
金合欢木活板门, quark:acacia_trapdoor[facing=north,half=bottom,open=false]
深色橡木活板门, quark:dark_oak_trapdoor[facing=north,half=bottom,open=false]
纸墙, quark:paper_wall[east=false,north=false,south=false,west=false]
大型纸墙, quark:paper_wall_big[east=false,north=false,south=false,west=false]
铁梯子, quark:iron_ladder[facing=north]
纸灯笼, quark:paper_lantern
白色花盆, quark:colored_flowerpot_white[contents=empty,custom=false,legacy_data=0]
橙色花盆, quark:colored_flowerpot_orange[contents=empty,custom=false,legacy_data=0]
品红色花盆, quark:colored_flowerpot_magenta[contents=empty,custom=false,legacy_data=0]
淡蓝色花盆, quark:colored_flowerpot_light_blue[contents=empty,custom=false,legacy_data=0]
黄色花盆, quark:colored_flowerpot_yellow[contents=empty,custom=false,legacy_data=0]
黄绿色花盆, quark:colored_flowerpot_lime[contents=empty,custom=false,legacy_data=0]
粉红色花盆, quark:colored_flowerpot_pink[contents=empty,custom=false,legacy_data=0]
灰色花盆, quark:colored_flowerpot_gray[contents=empty,custom=false,legacy_data=0]
淡灰色花盆, quark:colored_flowerpot_silver[contents=empty,custom=false,legacy_data=0]
青色花盆, quark:colored_flowerpot_cyan[contents=empty,custom=false,legacy_data=0]
紫色花盆, quark:colored_flowerpot_purple[contents=empty,custom=false,legacy_data=0]
蓝色花盆, quark:colored_flowerpot_blue[contents=empty,custom=false,legacy_data=0]
棕色花盆, quark:colored_flowerpot_brown[contents=empty,custom=false,legacy_data=0]
绿色花盆, quark:colored_flowerpot_green[contents=empty,custom=false,legacy_data=0]
红色花盆, quark:colored_flowerpot_red[contents=empty,custom=false,legacy_data=0]
黑色花盆, quark:colored_flowerpot_black[contents=empty,custom=false,legacy_data=0]
云杉木书架, quark:custom_bookshelf[variant=bookshelf_spruce]
白桦木书架, quark:custom_bookshelf[variant=bookshelf_birch]
丛林木书架, quark:custom_bookshelf[variant=bookshelf_jungle]
金合欢木书架, quark:custom_bookshelf[variant=bookshelf_acacia]
深色橡木书架, quark:custom_bookshelf[variant=bookshelf_dark_oak]
点亮的红石灯, quark:lit_lamp
云杉木箱子, quark:custom_chest[facing=north]
白桦木箱子, quark:custom_chest[facing=north]
丛林木箱子, quark:custom_chest[facing=north]
金合欢木箱子, quark:custom_chest[facing=south]
深色橡木箱子, quark:custom_chest[facing=west]
云杉木陷阱箱, quark:custom_chest_trap[facing=north]
白桦木陷阱箱, quark:custom_chest_trap[facing=north]
丛林木陷阱箱, quark:custom_chest_trap[facing=north]
金合欢木陷阱箱, quark:custom_chest_trap[facing=south]
深色橡木陷阱箱, quark:custom_chest_trap[facing=west]
白色蜡烛, quark:candle[variant=candle_white]
橙色蜡烛, quark:candle[variant=candle_orange]
品红色蜡烛, quark:candle[variant=candle_magenta]
淡蓝色蜡烛, quark:candle[variant=candle_light_blue]
黄色蜡烛, quark:candle[variant=candle_yellow]
黄绿色蜡烛, quark:candle[variant=candle_lime]
粉红色蜡烛, quark:candle[variant=candle_pink]
灰色蜡烛, quark:candle[variant=candle_gray]
淡灰色蜡烛, quark:candle[variant=candle_silver]
青色蜡烛, quark:candle[variant=candle_cyan]
紫色蜡烛, quark:candle[variant=candle_purple]
蓝色蜡烛, quark:candle[variant=candle_blue]
棕色蜡烛, quark:candle[variant=candle_brown]
绿色蜡烛, quark:candle[variant=candle_green]
红色蜡烛, quark:candle[variant=candle_red]
黑色蜡烛, quark:candle[variant=candle_black]
烈焰灯, quark:blaze_lantern
地狱砖栅栏门, quark:nether_brick_fence_gate[facing=south,in_wall=false,open=false,powered=false]
橡树树叶地毯, quark:leaf_carpet[variant=oak_leaf_carpet]
云杉树叶地毯, quark:leaf_carpet[variant=spruce_leaf_carpet]
白桦树叶地毯, quark:leaf_carpet[variant=birch_leaf_carpet]
丛林树叶地毯, quark:leaf_carpet[variant=jungle_leaf_carpet]
金合欢树叶地毯, quark:leaf_carpet[variant=acacia_leaf_carpet]
深色橡树树叶地毯, quark:leaf_carpet[variant=dark_oak_leaf_carpet]
云杉木压力板, quark:spruce_pressure_plate[powered=false]
白桦木压力板, quark:birch_pressure_plate[powered=false]
丛林木压力板, quark:jungle_pressure_plate[powered=false]
金合欢木压力板, quark:acacia_pressure_plate[powered=false]
深色橡木压力板, quark:dark_oak_pressure_plate[powered=false]
云杉木按钮, quark:spruce_button[facing=down,powered=false]
白桦木按钮, quark:birch_button[facing=down,powered=false]
丛林木按钮, quark:jungle_button[facing=down,powered=false]
金合欢木按钮, quark:acacia_button[facing=down,powered=false]
深色橡木按钮, quark:dark_oak_button[facing=down,powered=false]
裁缝工作台, artisanworktables:worktable[active=false,variant=tailor]
木匠工作台, artisanworktables:worktable[active=false,variant=carpenter]
石匠工作台, artisanworktables:worktable[active=false,variant=mason]
铁匠工作台, artisanworktables:worktable[active=false,variant=blacksmith]
珠宝商工作台, artisanworktables:worktable[active=false,variant=jeweler]
基础工作台, artisanworktables:worktable[active=false,variant=basic]
工程师工作台, artisanworktables:worktable[active=false,variant=engineer]
法师工作台, artisanworktables:worktable[active=false,variant=mage]
翻印工工作台, artisanworktables:worktable[active=false,variant=scribe]
药剂师工作台, artisanworktables:worktable[active=false,variant=chemist]
农夫工作台, artisanworktables:worktable[active=false,variant=farmer]
厨师工作台, artisanworktables:worktable[active=false,variant=chef]
设计师工作台, artisanworktables:worktable[active=false,variant=designer]
制革师工作台, artisanworktables:worktable[active=false,variant=tanner]
制陶师工作台, artisanworktables:worktable[active=false,variant=potter]
裁缝工作站, artisanworktables:workstation[active=false,variant=tailor]
木匠工作站, artisanworktables:workstation[active=false,variant=carpenter]
石匠工作站, artisanworktables:workstation[active=false,variant=mason]
铁匠工作站, artisanworktables:workstation[active=false,variant=blacksmith]
珠宝商工作站, artisanworktables:workstation[active=false,variant=jeweler]
基础工作站, artisanworktables:workstation[active=false,variant=basic]
工程师工作站, artisanworktables:workstation[active=false,variant=engineer]
法师工作站, artisanworktables:workstation[active=false,variant=mage]
翻印工工作站, artisanworktables:workstation[active=false,variant=scribe]
药剂师工作站, artisanworktables:workstation[active=false,variant=chemist]
农夫工作站, artisanworktables:workstation[active=false,variant=farmer]
厨师工作站, artisanworktables:workstation[active=false,variant=chef]
设计师工作站, artisanworktables:workstation[active=false,variant=designer]
制革师工作站, artisanworktables:workstation[active=false,variant=tanner]
制陶师工作站, artisanworktables:workstation[active=false,variant=potter]
裁缝工作坊, artisanworktables:workshop[active=false,variant=tailor]
木匠工作坊, artisanworktables:workshop[active=false,variant=carpenter]
石匠工作坊, artisanworktables:workshop[active=false,variant=mason]
铁匠工作坊, artisanworktables:workshop[active=false,variant=blacksmith]
珠宝商工作坊, artisanworktables:workshop[active=false,variant=jeweler]
基础工作坊, artisanworktables:workshop[active=false,variant=basic]
工程师工作坊, artisanworktables:workshop[active=false,variant=engineer]
法师工作坊, artisanworktables:workshop[active=false,variant=mage]
翻印工工作坊, artisanworktables:workshop[active=false,variant=scribe]
药剂师工作坊, artisanworktables:workshop[active=false,variant=chemist]
农夫工作坊, artisanworktables:workshop[active=false,variant=farmer]
厨师工作坊, artisanworktables:workshop[active=false,variant=chef]
设计师工作坊, artisanworktables:workshop[active=false,variant=designer]
制革师工作室, artisanworktables:workshop[active=false,variant=tanner]
制陶师工作坊, artisanworktables:workshop[active=false,variant=potter]
工具箱, artisanworktables:toolbox
机械工具箱, artisanworktables:mechanical_toolbox
任务显示器, ftbquests:screen[facing=south]
任务进度检测器, ftbquests:progress_detector
红石检测器, ftbquests:detector[variant=redstone]
玩家检测器, ftbquests:detector[variant=player]
进度显示器, ftbquests:progress_screen[facing=south]
任务箱子, ftbquests:chest[facing=south]
奖励箱存储器, ftbquests:loot_crate_storage
奖励箱开箱器, ftbquests:loot_crate_opener
任务屏障, ftbquests:barrier[completed=false]
控制杆, nuclearphysics:control_rod
电动涡轮机, nuclearphysics:electric_turbine
电磁铁, nuclearphysics:electromagnet[connected_down=true,connected_east=true,connected_north=true,connected_south=true,connected_up=true,connected_west=true,type=normal]
磁化玻璃, nuclearphysics:electromagnet[connected_down=true,connected_east=true,connected_north=true,connected_south=true,connected_up=true,connected_west=true,type=glass]
聚爆发电机, nuclearphysics:fulmination_generator[connected_down=false,connected_east=false,connected_north=false,connected_south=false,connected_up=false,connected_west=false]
气体漏斗, nuclearphysics:gas_funnel[connected_down=false,connected_east=false,connected_north=false,connected_south=false,connected_up=false,connected_west=false]
化学提取器, nuclearphysics:machine[facing=north,type=chemical_extractor]
气体离心机, nuclearphysics:machine[facing=north,type=gas_centrifuge]
核锅炉, nuclearphysics:machine[facing=north,type=nuclear_boiler]
粒子加速器, nuclearphysics:machine[facing=north,type=particle_accelerator]
等离子体加热器, nuclearphysics:machine[facing=north,type=plasma_heater]
量子重组仪, nuclearphysics:machine[facing=north,type=quantum_assembler]
警报器, nuclearphysics:siren[pitch=0]
温度计, nuclearphysics:thermometer[facing=north]
铀矿石, nuclearphysics:uranium_ore
核废料, nuclearphysics:radioactive_grass
核反应单元, nuclearphysics:reactor_cell[facing=north]
模块化构建机, nuclearphysics:creative_builder
晾干架, survivalist:rack[facing=south]
砧板, survivalist:chopping_block[damage=0,variant=oak]
砧板, survivalist:chopping_block[damage=0,variant=spruce]
砧板, survivalist:chopping_block[damage=0,variant=birch]
砧板, survivalist:chopping_block[damage=0,variant=jungle]
砧板, survivalist:chopping_block[damage=1,variant=oak]
砧板, survivalist:chopping_block[damage=1,variant=spruce]
砧板, survivalist:chopping_block[damage=1,variant=birch]
砧板, survivalist:chopping_block[damage=1,variant=jungle]
砧板, survivalist:chopping_block[damage=2,variant=oak]
砧板, survivalist:chopping_block[damage=2,variant=spruce]
砧板, survivalist:chopping_block[damage=2,variant=birch]
砧板, survivalist:chopping_block[damage=2,variant=jungle]
砧板, survivalist:chopping_block2[damage=0,variant=acacia]
砧板, survivalist:chopping_block2[damage=0,variant=dark_oak]
砧板, survivalist:chopping_block2[damage=1,variant=acacia]
砧板, survivalist:chopping_block2[damage=1,variant=dark_oak]
砧板, survivalist:chopping_block2[damage=2,variant=acacia]
砧板, survivalist:chopping_block2[damage=2,variant=dark_oak]
锯木机, survivalist:sawmill[facing=north,powered=false]
双锂矿石, matteroverdrive:dilithium_ore
三钛矿石, matteroverdrive:tritanium_ore
三钛合金块, matteroverdrive:tritanium_block
机械外壳, matteroverdrive:machine_hull
物质分解机, matteroverdrive:decomposer[facing=down]
物质回收机, matteroverdrive:matter_recycler[facing=down]
物质重组机, matteroverdrive:replicator[facing=down]
物质运输管道, matteroverdrive:matter_pipe[down=true,east=true,north=true,south=true,up=true,west=true]
重型物质运输管道, matteroverdrive:heavy_matter_pipe[down=true,east=true,north=true,south=true,up=true,west=true]
物质网络线缆, matteroverdrive:network_pipe[down=true,east=true,north=true,south=true,up=true,west=true]
物质网络路由器, matteroverdrive:network_router
物质分析仪, matteroverdrive:matter_analyzer[facing=down]
物质网络终端, matteroverdrive:pattern_monitor[facing=down]
模式保存仪, matteroverdrive:pattern_storage[facing=down]
物质网络转换器, matteroverdrive:network_switch
光伏板, matteroverdrive:solar_panel
引力异常点, matteroverdrive:gravitational_anomaly
引力稳定器, matteroverdrive:gravitational_stabilizer[facing=down]
湮灭反应堆控制器, matteroverdrive:fusion_reactor_controller[facing=down]
反应堆外层线圈, matteroverdrive:fusion_reactor_coil
湮灭反应堆接口, matteroverdrive:fusion_reactor_io
三钛货箱, matteroverdrive:tritanium_crate[facing=down]
白色三钛货箱, matteroverdrive:tritanium_crate_white[facing=down]
橙色三钛货箱, matteroverdrive:tritanium_crate_orange[facing=down]
品红三钛货箱, matteroverdrive:tritanium_crate_magenta[facing=down]
浅蓝三钛货箱, matteroverdrive:tritanium_crate_light_blue[facing=down]
黄色三钛货箱, matteroverdrive:tritanium_crate_yellow[facing=down]
黄绿三钛货箱, matteroverdrive:tritanium_crate_lime[facing=down]
粉色三钛货箱, matteroverdrive:tritanium_crate_pink[facing=down]
灰色三钛货箱, matteroverdrive:tritanium_crate_gray[facing=down]
银灰三钛货箱, matteroverdrive:tritanium_crate_silver[facing=down]
青色三钛货箱, matteroverdrive:tritanium_crate_cyan[facing=down]
紫色三钛货箱, matteroverdrive:tritanium_crate_purple[facing=down]
蓝色三钛货箱, matteroverdrive:tritanium_crate_blue[facing=down]
棕色三钛货箱, matteroverdrive:tritanium_crate_brown[facing=down]
绿色三钛货箱, matteroverdrive:tritanium_crate_green[facing=down]
红色三钛货箱, matteroverdrive:tritanium_crate_red[facing=down]
黑色三钛货箱, matteroverdrive:tritanium_crate_black[facing=down]
分子刻录仪, matteroverdrive:inscriber[ctm=true,facing=down]
赏金公会, matteroverdrive:contract_market[facing=down]
机械人刷怪笼, matteroverdrive:android_spawner
时空加速仪, matteroverdrive:spacetime_accelerator
维度塔, matteroverdrive:pylon[ctm=true,type=normal]
传送仪, matteroverdrive:transporter
星图, matteroverdrive:star_map
全息显示屏, matteroverdrive:holo_sign[facing=down]
武器装配台, matteroverdrive:weapon_station
机械人改造台, matteroverdrive:android_station
充气站, matteroverdrive:charging_station[ctm=true,facing=down]
警戒纹板材, matteroverdrive:decorative.stripes
线圈, matteroverdrive:decorative.coils
平滑三钛板材, matteroverdrive:decorative.clean
深色通风口, matteroverdrive:decorative.vent.dark
通风口, matteroverdrive:decorative.vent.bright
全息甲板, matteroverdrive:decorative.holo_matrix
三钛板材, matteroverdrive:decorative.tritanium_plate
导向三钛板材, matteroverdrive:decorative.tritanium_plate_stripe
碳纤维板材, matteroverdrive:decorative.carbon_fiber_plate
物质管道, matteroverdrive:decorative.matter_tube[rotated=false]
物质管道, matteroverdrive:decorative.matter_tube[rotated=true]
三钛格栅, matteroverdrive:decorative.beams[rotated=false]
三钛格栅, matteroverdrive:decorative.beams[rotated=true]
瓷地砖, matteroverdrive:decorative.floor_tiles
白瓷地砖, matteroverdrive:decorative.floor_tile_white
绿瓷地砖, matteroverdrive:decorative.floor_tiles_green
油地毡, matteroverdrive:decorative.floor_noise
软壁隔板, matteroverdrive:decorative.white_plate
三钛导轨, matteroverdrive:decorative.separator[rotated=false]
三钛导轨, matteroverdrive:decorative.separator[rotated=true]
三钛灯饰, matteroverdrive:decorative.tritanium_lamp[rotated=false]
三钛灯饰, matteroverdrive:decorative.tritanium_lamp[rotated=true]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=white]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=orange]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=magenta]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=light_blue]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=yellow]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=lime]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=pink]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=gray]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=silver]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=cyan]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=purple]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=blue]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=brown]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=green]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=red]
染色三钛板材, matteroverdrive:decorative.tritanium_plate_colored[color=black]
等离子引擎排流, matteroverdrive:decorative.engine_exhaust_plasma
微波炉, matteroverdrive:microwave[facing=down]
工业玻璃, matteroverdrive:industrial_glass
下界红石矿石, cyclicmagic:nether_redstone_ore
下界铁矿石, cyclicmagic:nether_iron_ore
下界金矿石, cyclicmagic:nether_gold_ore
下界煤矿石, cyclicmagic:nether_coal_ore
下界青金石矿石, cyclicmagic:nether_lapis_ore
下界绿宝石矿石, cyclicmagic:nether_emerald_ore
下界钻石矿石, cyclicmagic:nether_diamond_ore
末地红石矿石, cyclicmagic:end_redstone_ore
末地煤矿石, cyclicmagic:end_coal_ore
末地青金石矿石, cyclicmagic:end_lapis_ore
末地绿宝石矿石, cyclicmagic:end_emerald_ore
末地钻石矿石, cyclicmagic:end_diamond_ore
末地金矿石, cyclicmagic:end_gold_ore
末地铁矿石, cyclicmagic:end_iron_ore
流体收集机, cyclicmagic:fluid_drain
打火器, cyclicmagic:fire_starter[facing=south]
