UniqueName, UnlocalizedName, LocalizedName, Metadata
cyclicmagic:crystallized_obsidian, item.crystallized_obsidian.name, 黑曜石结晶, 0
cyclicmagic:emerald_helmet, item.emerald_helmet.name, 绿宝石头盔, 0
cyclicmagic:emerald_chestplate, item.emerald_chestplate.name, 绿宝石胸甲, 0
cyclicmagic:emerald_leggings, item.emerald_leggings.name, 绿宝石护腿, 0
cyclicmagic:emerald_boots, item.emerald_boots.name, 绿宝石靴子, 0
cyclicmagic:emerald_sword, item.emerald_sword.name, 绿宝石剑, 0
cyclicmagic:emerald_pickaxe, item.emerald_pickaxe.name, 绿宝石镐, 0
cyclicmagic:emerald_axe, item.emerald_axe.name, 绿宝石斧, 0
cyclicmagic:emerald_spade, item.emerald_spade.name, 绿宝石锹, 0
cyclicmagic:emerald_hoe, item.emerald_hoe.name, 绿宝石锄, 0
cyclicmagic:purple_boots, item.purple_boots.name, 黑曜石水晶靴子, 0
cyclicmagic:purple_leggings, item.purple_leggings.name, 黑曜石水晶护腿, 0
cyclicmagic:purple_chestplate, item.purple_chestplate.name, 黑曜石水晶胸甲, 0
cyclicmagic:purple_helmet, item.purple_helmet.name, 黑曜石水晶头盔, 0
cyclicmagic:crystal_pickaxe, item.crystal_pickaxe.name, 黑曜石水晶之镐, 0
cyclicmagic:crystal_axe, item.crystal_axe.name, 黑曜石水晶之斧, 0
cyclicmagic:crystal_spade, item.crystal_spade.name, 黑曜石水晶之锹, 0
cyclicmagic:crystal_hoe, item.crystal_hoe.name, 黑曜石水晶之锄, 0
cyclicmagic:crystal_sword, item.crystal_sword.name, 黑曜石水晶之剑, 0
cyclicmagic:glowing_helmet, item.glowing_helmet.name, 夜视头盔, 0
cyclicmagic:sword_weakness, item.sword_weakness.name, 虚弱之剑, 0
cyclicmagic:sword_slowness, item.sword_slowness.name, 缓慢之剑, 0
cyclicmagic:sword_ender, item.sword_ender.name, 闪避之剑, 0
cyclicmagic:netherbrick_pickaxe, item.netherbrick_pickaxe.name, 下界镐, 0
cyclicmagic:netherbrick_axe, item.netherbrick_axe.name, 下界斧, 0
cyclicmagic:netherbrick_spade, item.netherbrick_spade.name, 下界锹, 0
cyclicmagic:netherbrick_hoe, item.netherbrick_hoe.name, 下界锄, 0
cyclicmagic:sandstone_pickaxe, item.sandstone_pickaxe.name, 砂岩镐, 0
cyclicmagic:sandstone_axe, item.sandstone_axe.name, 砂岩斧, 0
cyclicmagic:sandstone_spade, item.sandstone_spade.name, 砂岩锹, 0
cyclicmagic:sandstone_hoe, item.sandstone_hoe.name, 砂岩锄, 0
cyclicmagic:sandstone_sword, item.sandstone_sword.name, 砂岩剑, 0
cyclicmagic:chest_sack, item.chest_sack.name, 满的搬箱袋, 0
cyclicmagic:chest_sack_empty, item.chest_sack_empty.name, 空的搬箱袋, 0
cyclicmagic:storage_bag, item.storage_bag.name, 大储物袋, 0
cyclicmagic:ender_pearl_reuse, item.ender_pearl_reuse.name, 末影宝珠, 0
cyclicmagic:ender_pearl_mounted, item.ender_pearl_mounted.name, 末影位移宝珠, 0
cyclicmagic:tool_harvest_weeds, item.tool_harvest_weeds.name, 除草镰刀, 0
cyclicmagic:tool_harvest_crops, item.tool_harvest_crops.name, 花园镰刀, 0
cyclicmagic:tool_harvest_leaves, item.tool_harvest_leaves.name, 树叶镰刀, 0
cyclicmagic:tool_swap, item.tool_swap.name, 标准方块替换杖, 0
cyclicmagic:tool_swap_match, item.tool_swap_match.name, 选择性方块替换杖, 0
cyclicmagic:dynamite_safe, item.dynamite_safe.name, 战斗炸药, 0
cyclicmagic:dynamite_mining, item.dynamite_mining.name, 矿用炸药, 0
cyclicmagic:horse_upgrade_type, item.horse_upgrade_type.name, 被污染的胡萝卜, 0
cyclicmagic:horse_upgrade_variant, item.horse_upgrade_variant.name, 青金石胡萝卜, 0
cyclicmagic:horse_upgrade_health, item.horse_upgrade_health.name, 钻石胡萝卜, 0
cyclicmagic:horse_upgrade_speed, item.horse_upgrade_speed.name, 红石胡萝卜, 0
cyclicmagic:horse_upgrade_jump, item.horse_upgrade_jump.name, 末影胡萝卜, 0
cyclicmagic:heart_food, item.heart_food.name, 心之容器, 0
cyclicmagic:heart_toxic, item.heart_toxic.name, 心之容器（降）, 0
cyclicmagic:fire_starter, tile.fire_starter.name, 打火器, 0
cyclicmagic:fire_dark_anim, item.fire_dark_anim.name, 黄昏魔力, 0
cyclicmagic:ender_blaze, item.ender_blaze.name, 黄昏魔杖, 0
cyclicmagic:fire_frost, tile.fire_frost.name, 冰冻火焰, 0
cyclicmagic:fire_dark, tile.fire_dark.name, 暗色之火, 0
cyclicmagic:plate_launch_med, tile.plate_launch_med.name, 史莱姆弹跳板, 0
cyclicmagic:plate_launch_small, tile.plate_launch_small.name, 软化史莱姆弹跳板, 0
cyclicmagic:plate_launch_large, tile.plate_launch_large.name, 硬化史莱姆弹跳板, 0
cyclicmagic:plate_launch_extra, tile.plate_launch_extra.name, 终极史莱姆弹跳板, 0
cyclicmagic:plate_push, tile.plate_push.name, 传送带（普通）, 0
cyclicmagic:plate_push_corner, tile.plate_push_corner.name, 转向传送带（普通）, 0
cyclicmagic:plate_push_med_angle, tile.plate_push_med_angle.name, 倾斜传送带（普通）, 0
cyclicmagic:plate_push_fast, tile.plate_push_fast.name, 传送带（快速）, 0
cyclicmagic:plate_push_fast_corner, tile.plate_push_fast_corner.name, 转向传送带（快速）, 0
cyclicmagic:plate_push_fast_angle, tile.plate_push_fast_angle.name, 倾斜传送带（快速）, 0
cyclicmagic:plate_push_slow, tile.plate_push_slow.name, 传送带（较慢）, 0
cyclicmagic:plate_push_slow_corner, tile.plate_push_slow_corner.name, 转向传送带（较慢）, 0
cyclicmagic:plate_push_slow_angle, tile.plate_push_slow_angle.name, 倾斜传送带（较慢）, 0
cyclicmagic:plate_push_slowest, tile.plate_push_slowest.name, 史莱姆传送带（最慢）, 0
cyclicmagic:plate_push_slowest_corner, tile.plate_push_slowest_corner.name, 转向传送带（最慢）, 0
cyclicmagic:plate_push_slowest_angle, tile.plate_push_slowest_angle.name, 倾斜传送带（最慢）, 0
cyclicmagic:wireless_transmitter, tile.wireless_transmitter.name, 无线发信器, 0
cyclicmagic:wireless_receiver, tile.wireless_receiver.name, 无线接收器, 0
cyclicmagic:spikes_iron, tile.spikes_iron.name, 铁质钉刺, 0
cyclicmagic:spikes_diamond, tile.spikes_diamond.name, 钻石钉刺, 0
cyclicmagic:peat_biomass, item.peat_biomass.name, 生物质团, 0
cyclicmagic:peat_fuel, item.peat_fuel.name, 泥炭, 0
cyclicmagic:peat_fuel_enriched, item.peat_fuel_enriched.name, 富集泥炭, 0
cyclicmagic:peat_unbaked, tile.peat_unbaked.name, 干燥的泥炭田, 0
cyclicmagic:peat_baked, tile.peat_baked.name, 湿润的泥炭田, 0
cyclicmagic:peat_generator, tile.peat_generator.name, 泥炭发电机, 0
cyclicmagic:peat_farm, tile.peat_farm.name, 泥炭农场, 0
cyclicmagic:cable_wireless, tile.cable_wireless.name, 物品传输节点, 0
cyclicmagic:cable_wireless_energy, tile.cable_wireless_energy.name, 能量传输节点, 0
cyclicmagic:cable_wireless_fluid, tile.cable_wireless_fluid.name, 流体传输节点, 0
cyclicmagic:block_fragile, tile.block_fragile.name, 脚手架, 0
cyclicmagic:block_fragile_auto, tile.block_fragile_auto.name, 链接响应脚手架, 0
cyclicmagic:block_fragile_weak, tile.block_fragile_weak.name, 可更换脚手架, 0
cyclicmagic:item_pipe_sort, tile.item_pipe_sort.name, 物品分拣器, 0
cyclicmagic:item_pipe, tile.item_pipe.name, 物品管道, 0
cyclicmagic:item_pump, tile.item_pump.name, 物品提取泵管道, 0
cyclicmagic:energy_pipe, tile.energy_pipe.name, 能量管道, 0
cyclicmagic:energy_pump, tile.energy_pump.name, 能量提取管道, 0
cyclicmagic:fluid_pipe, tile.fluid_pipe.name, 流体管道, 0
cyclicmagic:fluid_pump, tile.fluid_pump.name, 液泵, 0
cyclicmagic:bundled_pipe, tile.bundled_pipe.name, 集束管道, 0
cyclicmagic:card_location, item.card_location.name, GPS标记器, 0
cyclicmagic:block_library, tile.block_library.name, 末影书架, 0
cyclicmagic:block_library_ctrl, tile.block_library_ctrl.name, 末影图书馆, 0
cyclicmagic:poison, tile.poison.name, 毒液, 0
cyclicmagic:amber, tile.amber.name, 琥珀, 0
cyclicmagic:biomass, tile.biomass.name, 生物质, 0
cyclicmagic:crystal, tile.crystal.name, 仙域水晶, 0
cyclicmagic:milk, tile.milk.name, 牛奶, 0
cyclicmagic:robot_spawner, item.robot_spawner.name, 计数机器人生成器, 0
cyclicmagic:laser_cannon, item.laser_cannon.name, 彩虹机关炮, 0
cyclicmagic:tool_trade, item.tool_trade.name, 贸易年鉴, 0
cyclicmagic:soulstone, item.soulstone.name, 灵魂之石, 0
cyclicmagic:tool_launcher, item.tool_launcher.name, 弹跳之杖, 0
cyclicmagic:password_remote, item.password_remote.name, 远程拉杆, 0
cyclicmagic:tool_elevate, item.tool_elevate.name, 脱离魔杖, 0
cyclicmagic:tool_rotate, item.tool_rotate.name, 木制扳手, 0
cyclicmagic:evoker_fang, item.evoker_fang.name, 唤魔之牙魔杖, 0
cyclicmagic:water_spreader, item.water_spreader.name, 水源散播杖, 0
cyclicmagic:ender_eye_orb, item.ender_eye_orb.name, 固态末影之眼, 0
cyclicmagic:glove_climb, item.glove_climb.name, 攀岩手套, 0
cyclicmagic:tool_torch_launcher, item.tool_torch_launcher.name, 火把发射器, 0
cyclicmagic:water_freezer, item.water_freezer.name, 冰霜转换杖, 0
cyclicmagic:fire_killer, item.fire_killer.name, 灭火器, 0
cyclicmagic:sack_ender, item.sack_ender.name, 末影袋, 0
cyclicmagic:tool_mount, item.tool_mount.name, 马镫, 0
cyclicmagic:tool_prospector, item.tool_prospector.name, 探矿杖, 0
cyclicmagic:book_ender, item.book_ender.name, 末影之书, 0
cyclicmagic:carbon_paper, item.carbon_paper.name, 复写纸, 0
cyclicmagic:tool_spelunker, item.tool_spelunker.name, 洞穴探测杖, 0
cyclicmagic:ender_dungeon, item.ender_dungeon.name, 刷怪箱探测器, 0
cyclicmagic:ender_lightning, item.ender_lightning.name, 镌刻闪电之杖, 0
cyclicmagic:cyclic_wand_build, item.cyclic_wand_build.name, 循环建筑魔杖, 0
cyclicmagic:shears_obsidian, item.shears_obsidian.name, 黑曜石剪刀, 0
cyclicmagic:tool_warp_home, item.tool_warp_home.name, 末影灌注之翼, 0
cyclicmagic:tool_warp_spawn, item.tool_warp_spawn.name, 末影之翼, 0
cyclicmagic:tool_push, item.tool_push.name, 活塞魔杖, 0
cyclicmagic:sleeping_mat, item.sleeping_mat.name, 简易睡垫, 0
cyclicmagic:tool_spawn_inspect, item.tool_spawn_inspect.name, 生物生成探测杖, 0
cyclicmagic:mattock, item.mattock.name, 鹤嘴锄, 0
cyclicmagic:wand_hypno, item.wand_hypno.name, 生物催眠杖, 0
cyclicmagic:tool_randomize, item.tool_randomize.name, 随机方块转置杖, 0
cyclicmagic:ender_tnt_1, item.ender_tnt_1.name, 末影炸弹I, 0
cyclicmagic:ender_tnt_2, item.ender_tnt_2.name, 末影炸弹II, 0
cyclicmagic:ender_tnt_3, item.ender_tnt_3.name, 末影炸弹III, 0
cyclicmagic:ender_tnt_4, item.ender_tnt_4.name, 末影炸弹IV, 0
cyclicmagic:ender_tnt_5, item.ender_tnt_5.name, 末影炸弹V, 0
cyclicmagic:ender_tnt_6, item.ender_tnt_6.name, 末影炸弹VI, 0
cyclicmagic:ender_wool, item.ender_wool.name, 强化剪刀, 0
cyclicmagic:ender_torch, item.ender_torch.name, 可投掷火把, 0
cyclicmagic:magic_net, item.magic_net.name, 生物捕捉球, 0
cyclicmagic:apple_emerald, item.apple_emerald.name, 绿宝石苹果, 0
cyclicmagic:corrupted_chorus, item.corrupted_chorus.name, 潜地果, 0
cyclicmagic:glowing_chorus, item.glowing_chorus.name, 炫光飞天果, 0
cyclicmagic:ender_snow, item.ender_snow.name, 冰霜制造器, 0
cyclicmagic:ender_water, item.ender_water.name, 反物质蒸发器, 0
cyclicmagic:tool_auto_torch, item.tool_auto_torch.name, 自动火把, 0
cyclicmagic:inventory_food, item.inventory_food.name, 物品栏扩展升级蛋糕, 0
cyclicmagic:crafting_food, item.crafting_food.name, 工作台升级蛋糕, 0
cyclicmagic:charm_antidote, item.charm_antidote.name, 解毒饰品, 0
cyclicmagic:wand_missile, item.wand_missile.name, 生物导弹杖, 0
cyclicmagic:charm_water, item.charm_water.name, 水之饰品, 0
cyclicmagic:sign_editor, item.sign_editor.name, 彩虹蜡笔, 0
cyclicmagic:charm_air, item.charm_air.name, 御空饰品, 0
cyclicmagic:charm_void, item.charm_void.name, 虚空饰品, 0
cyclicmagic:charm_boat, item.charm_boat.name, 水手饰品, 0
cyclicmagic:charm_fire, item.charm_fire.name, 防火饰品, 0
cyclicmagic:charm_speed, item.charm_speed.name, 速度饰品, 0
cyclicmagic:charm_wing, item.charm_wing.name, 羽翼饰品, 0
cyclicmagic:food_step, item.food_step.name, 健体苹果, 0
cyclicmagic:tool_mount_inverse, item.tool_mount_inverse.name, 反向马镫, 0
cyclicmagic:apple_lapis, item.apple_lapis.name, 青金石苹果, 0
cyclicmagic:boomerang, item.boomerang.name, 回旋镖, 0
cyclicmagic:stone_pebble, item.stone_pebble.name, 石子, 0
cyclicmagic:slingshot_weapon, item.slingshot_weapon.name, 弹弓, 0
cyclicmagic:plate_vector, tile.plate_vector.name, 可配置弹跳踏板, 0
cyclicmagic:builder_pattern, tile.builder_pattern.name, 区域构造复制机, 0
cyclicmagic:magnet_block, tile.magnet_block.name, 物品磁引板, 0
cyclicmagic:magnet_anti_block, tile.magnet_anti_block.name, 脉冲阻拦器, 0
cyclicmagic:doorbell_simple, tile.doorbell_simple.name, 门铃, 0
cyclicmagic:dehydrator, tile.dehydrator.name, 脱水器, 0
cyclicmagic:block_vacuum, tile.block_vacuum.name, 物品收集器, 0
cyclicmagic:beacon_potion, tile.beacon_potion.name, 药水信标, 0
cyclicmagic:button_large, tile.button_large.name, 大按钮, 0
cyclicmagic:moon_sensor, tile.moon_sensor.name, 月相传感器, 0
cyclicmagic:clock, tile.clock.name, 红石钟, 0
cyclicmagic:sprout, tile.sprout.name, 魔豆芽, 0
cyclicmagic:sprout_seed, item.sprout_seed.name, 魔豆, 0
cyclicmagic:target, tile.target.name, 红石靶子, 0
cyclicmagic:apple, tile.apple.name, 苹果芽, 0
cyclicmagic:beacon_redstone, tile.beacon_redstone.name, 空信标, 0
cyclicmagic:sprinkler, tile.sprinkler.name, 洒水器, 0
cyclicmagic:block_forester, tile.block_forester.name, 树场, 0
cyclicmagic:auto_packager, tile.auto_packager.name, 打包机, 0
cyclicmagic:block_miner, tile.block_miner.name, 方块挖掘机, 0
cyclicmagic:block_hydrator, tile.block_hydrator.name, 水化器, 0
cyclicmagic:block_anvil_magma, tile.block_anvil_magma.name, 熔岩铁砧, 0
cyclicmagic:melter, tile.melter.name, 熔化炉, 0
cyclicmagic:solidifier, tile.solidifier.name, 冷凝炉, 0
cyclicmagic:block_anvil, tile.block_anvil.name, 能量钻石铁砧, 0
cyclicmagic:harvester_block, tile.harvester_block.name, 收割机, 0
cyclicmagic:xpjuice, tile.xpjuice.name, 液态经验, 0
cyclicmagic:block_enchanter, tile.block_enchanter.name, 附魔器, 0
cyclicmagic:exp_pylon, tile.exp_pylon.name, 经验塔, 0
cyclicmagic:builder_block, tile.builder_block.name, 结构建筑机, 0
cyclicmagic:uncrafting_block, tile.uncrafting_block.name, 分解磨床, 0
cyclicmagic:block_miner_smart, tile.block_miner_smart.name, 可控挖掘者, 0
cyclicmagic:placer_block, tile.placer_block.name, 方块放置机, 0
cyclicmagic:password_block, tile.password_block.name, 口令触发器, 0
cyclicmagic:block_user, tile.block_user.name, 自动玩家模拟器, 0
cyclicmagic:battery_infinite, tile.battery_infinite.name, 无限电池, 0
cyclicmagic:battery, tile.battery.name, 电池, 0
cyclicmagic:trash, tile.trash.name, 虚空垃圾桶, 0
cyclicmagic:block_workbench, tile.block_workbench.name, 工作台, 0
cyclicmagic:block_screen, tile.block_screen.name, 数码打字机, 0
cyclicmagic:screen_target, tile.screen_target.name, 属性指示器, 0
cyclicmagic:glass_strong, tile.glass_strong.name, 强化玻璃, 0
cyclicmagic:block_soundproofing, tile.block_soundproofing.name, 隔音块, 0
cyclicmagic:auto_crafter, tile.auto_crafter.name, 自动合成器, 0
cyclicmagic:entity_detector, tile.entity_detector.name, 实体检测器, 0
cyclicmagic:fan, tile.fan.name, 风扇, 0
cyclicmagic:block_shears, tile.block_shears.name, 剪刀块, 0
cyclicmagic:block_fishing, tile.block_fishing.name, 自动鱼栅, 0
cyclicmagic:block_disenchanter, tile.block_disenchanter.name, 祛魔塔, 0
cyclicmagic:block_storeempty, tile.block_storeempty.name, 流体储罐, 0
cyclicmagic:laser, tile.laser.name, 激光定位器, 0
cyclicmagic:sound_player, tile.sound_player.name, 音效方块, 0
cyclicmagic:dice, tile.dice.name, 骰子, 0
cyclicmagic:imbuer, tile.imbuer.name, 标记石, 0
cyclicmagic:void_anvil, tile.void_anvil.name, 虚空铁砧, 0
cyclicmagic:dropper_exact, tile.dropper_exact.name, 精准投掷器, 0
cyclicmagic:fluid_placer, tile.fluid_placer.name, 流体放置机, 0
cyclicmagic:water_candle, tile.water_candle.name, 水蜡烛, 0
mekores:mekanismore, item.mekanismOre0.name, 铀晶体, 0
mekores:mekanismore, item.mekanismOre1.name, 铀碎片, 1
mekores:mekanismore, item.mekanismOre2.name, 铀碎块, 2
mekores:mekanismore, item.mekanismOre3.name, 污浊的铀粉, 3
mekores:mekanismore, item.mekanismOre10.name, 镍晶体, 10
mekores:mekanismore, item.mekanismOre11.name, 镍碎片, 11
mekores:mekanismore, item.mekanismOre12.name, 镍碎块, 12
mekores:mekanismore, item.mekanismOre13.name, 污浊的镍粉, 13
mekores:mekanismore, item.mekanismOre15.name, 铂晶体, 15
mekores:mekanismore, item.mekanismOre16.name, 铂碎片, 16
mekores:mekanismore, item.mekanismOre17.name, 铂碎块, 17
mekores:mekanismore, item.mekanismOre18.name, 污浊的铂粉, 18
mekores:mekanismore, item.mekanismOre19.name, 铂粉, 19
mekores:mekanismore, item.mekanismOre30.name, 铝晶体, 30
mekores:mekanismore, item.mekanismOre31.name, 铝碎片, 31
mekores:mekanismore, item.mekanismOre32.name, 铝碎块, 32
mekores:mekanismore, item.mekanismOre33.name, 污浊的铝粉, 33
mekores:mekanismore, item.mekanismOre60.name, 硼晶体, 60
mekores:mekanismore, item.mekanismOre61.name, 硼碎片, 61
mekores:mekanismore, item.mekanismOre62.name, 硼碎块, 62
mekores:mekanismore, item.mekanismOre63.name, 污浊的硼粉, 63
mekores:mekanismore, item.mekanismOre65.name, 锂晶体, 65
mekores:mekanismore, item.mekanismOre66.name, 锂碎片, 66
mekores:mekanismore, item.mekanismOre67.name, 锂碎块, 67
mekores:mekanismore, item.mekanismOre68.name, 污浊的锂粉, 68
mekores:mekanismore, item.mekanismOre70.name, 镁晶体, 70
mekores:mekanismore, item.mekanismOre71.name, 镁碎片, 71
mekores:mekanismore, item.mekanismOre72.name, 镁碎块, 72
mekores:mekanismore, item.mekanismOre73.name, 污浊的镁粉, 73
mekores:mekanismore, item.mekanismOre75.name, 钍晶体, 75
mekores:mekanismore, item.mekanismOre76.name, 钍碎片, 76
mekores:mekanismore, item.mekanismOre77.name, 钍碎块, 77
mekores:mekanismore, item.mekanismOre78.name, 污浊的钍粉, 78
mekores:mekanismore, item.mekanismOre85.name, 钛晶体, 85
mekores:mekanismore, item.mekanismOre86.name, 钛碎片, 86
mekores:mekanismore, item.mekanismOre87.name, 钛碎块, 87
mekores:mekanismore, item.mekanismOre88.name, 污浊的钛粉, 88
mekores:mekanismore, item.mekanismOre89.name, 钛粉, 89
mekores:mekanismore, item.mekanismOre110.name, 锌晶体, 110
mekores:mekanismore, item.mekanismOre111.name, 锌碎片, 111
mekores:mekanismore, item.mekanismOre112.name, 锌碎块, 112
mekores:mekanismore, item.mekanismOre113.name, 污浊的锌粉, 113
mekores:mekanismore, item.mekanismOre114.name, 锌粉, 114
mekores:mekanismore, item.mekanismOre370.name, 三钛晶体, 370
mekores:mekanismore, item.mekanismOre371.name, 三钛碎片, 371
mekores:mekanismore, item.mekanismOre372.name, 三钛碎块, 372
mekores:mekanismore, item.mekanismOre373.name, 污浊的三钛粉, 373
omlib:fake_sword, item.fake_sword.name, item.fake_sword.name, 0
openmodularturrets:intermediate_tiered, item.sensor_tier_one.name, 传感器（一级）, 0
openmodularturrets:intermediate_tiered, item.sensor_tier_two.name, 传感器（二级）, 1
openmodularturrets:intermediate_tiered, item.sensor_tier_three.name, 传感器（三级）, 2
openmodularturrets:intermediate_tiered, item.sensor_tier_four.name, 传感器（四级）, 3
openmodularturrets:intermediate_tiered, item.sensor_tier_five.name, 传感器（五级）, 4
openmodularturrets:intermediate_tiered, item.chamber_tier_one.name, 弹膛（一级）, 5
openmodularturrets:intermediate_tiered, item.chamber_tier_two.name, 弹膛（二级）, 6
openmodularturrets:intermediate_tiered, item.chamber_tier_three.name, 弹膛（三级）, 7
openmodularturrets:intermediate_tiered, item.chamber_tier_four.name, 弹膛（四级）, 8
openmodularturrets:intermediate_tiered, item.chamber_tier_five.name, 弹膛（五级）, 9
openmodularturrets:intermediate_tiered, item.barrel_tier_one.name, 炮管（一级）, 10
openmodularturrets:intermediate_tiered, item.barrel_tier_two.name, 炮管（二级）, 11
openmodularturrets:intermediate_tiered, item.barrel_tier_three.name, 炮管（三级）, 12
openmodularturrets:intermediate_tiered, item.barrel_tier_four.name, 炮管（四级）, 13
openmodularturrets:intermediate_tiered, item.barrel_tier_five.name, 炮管（五级）, 14
openmodularturrets:intermediate_regular, item.io_bus.name, IO总线, 0
openmodularturrets:addon_meta, item.addon_concealer.name, 附件-炮塔隐形, 0
openmodularturrets:addon_meta, item.addon_damage_amp.name, 附件-攻击增强, 1
openmodularturrets:addon_meta, item.addon_potentia.name, 附件-能量vis转换, 2
openmodularturrets:addon_meta, item.addon_recycler.name, 附件-弹药循环, 3
openmodularturrets:addon_meta, item.addon_redstone_reactor.name, 附件-红石能源芯片, 4
openmodularturrets:addon_meta, item.addon_serial_port.name, 附件-串行端口, 5
openmodularturrets:addon_meta, item.addon_solar_panel.name, 附件-太阳能芯片, 6
openmodularturrets:addon_meta, item.addon_fake_drops.name, 附件-模拟玩家掉落, 7
openmodularturrets:upgrade_meta, item.upgrade_accuracy.name, 升级组件-精准, 0
openmodularturrets:upgrade_meta, item.upgrade_efficiency.name, 升级组件-效率, 1
openmodularturrets:upgrade_meta, item.upgrade_fire_rate.name, 升级组件-射速, 2
openmodularturrets:upgrade_meta, item.upgrade_range.name, 升级组件-范围, 3
openmodularturrets:upgrade_meta, item.upgrade_scatter_shot.name, 升级组件-散射, 4
openmodularturrets:ammo_meta, item.ammo_blazing_clay.name, 弹药-燃烧弹, 0
openmodularturrets:ammo_meta, item.ammo_bullet.name, 弹药-子弹, 1
openmodularturrets:ammo_meta, item.ammo_ferro_slug.name, 弹药-铁磁弹, 2
openmodularturrets:ammo_meta, item.ammo_grenade.name, 手榴弹, 3
openmodularturrets:ammo_meta, item.ammo_rocket.name, 弹药-制导火箭, 4
openmodularturrets:usable_meta, item.throwable_bullet.name, 投射型子弹, 0
openmodularturrets:usable_meta, item.throwable_grenade.name, 投射型榴弹, 1
openmodularturrets:usable_meta, item.memory_card.name, 炮塔记忆卡, 2
openmodularturrets:turret_base, tile.turret_base_tier_one.name, 炮塔基座（一级）, 0
openmodularturrets:turret_base, tile.turret_base_tier_two.name, 炮塔基座（二级）, 1
openmodularturrets:turret_base, tile.turret_base_tier_three.name, 炮塔基座（三级）, 2
openmodularturrets:turret_base, tile.turret_base_tier_four.name, 炮塔基座（四级）, 3
openmodularturrets:turret_base, tile.turret_base_tier_five.name, 炮塔基座（五级）, 4
openmodularturrets:expander, tile.expander_inv_tier_one.name, 基座存储扩容（一级）, 0
openmodularturrets:expander, tile.expander_inv_tier_two.name, 基座存储扩容（二级）, 1
openmodularturrets:expander, tile.expander_inv_tier_three.name, 基座存储扩容（三级）, 2
openmodularturrets:expander, tile.expander_inv_tier_four.name, 基座存储扩容（四级）, 3
openmodularturrets:expander, tile.expander_inv_tier_five.name, 基座存储扩容（五级）, 4
openmodularturrets:expander, tile.expander_power_tier_one.name, 基座能量扩容（一级）, 5
openmodularturrets:expander, tile.expander_power_tier_two.name, 基座能量扩容（二级）, 6
openmodularturrets:expander, tile.expander_power_tier_three.name, 基座能量扩容（三级）, 7
openmodularturrets:expander, tile.expander_power_tier_four.name, 基座能量扩容（四级）, 8
openmodularturrets:expander, tile.expander_power_tier_five.name, 基座能量扩容（五级）, 9
openmodularturrets:base_addon, tile.base_addon_loot_deleter.name, 基座附件（掉落清道夫）, 0
openmodularturrets:disposable_item_turret, tile.disposable_item_turret.name, 低级投射炮塔, 0
openmodularturrets:potato_cannon_turret, tile.potato_cannon_turret.name, 土豆加农炮塔, 0
openmodularturrets:machine_gun_turret, tile.machine_gun_turret.name, 机关枪炮塔, 0
openmodularturrets:incendiary_turret, tile.incendiary_turret.name, 燃烧弹炮塔, 0
openmodularturrets:grenade_turret, tile.grenade_turret.name, 榴弹发射炮塔, 0
openmodularturrets:relativistic_turret, tile.relativistic_turret.name, 相位力场炮塔, 0
openmodularturrets:rocket_turret, tile.rocket_turret.name, 火箭发射炮塔, 0
openmodularturrets:teleporter_turret, tile.teleporter_turret.name, 传送炮塔, 0
openmodularturrets:laser_turret, tile.laser_turret.name, 激光炮塔, 0
openmodularturrets:rail_gun_turret, tile.rail_gun_turret.name, 磁轨炮炮塔, 0
openmodularturrets:lever_block, tile.lever_block.name, 炮塔基座曲柄, 0
academy:ability_interferer, tile.ac_ability_interferer.name, 能力干涉方块, 0
academy:cat_engine, tile.ac_cat_engine.name, 吐司猫, 0
academy:constraint_metal, tile.ac_constraint_metal.name, 束能金属矿, 0
academy:crystal_ore, tile.ac_crystal_ore.name, 虚能水晶矿, 0
academy:dev_advanced, tile.ac_dev_advanced.name, 高级能力开发机, 0
academy:dev_normal, tile.ac_dev_normal.name, 基础能力开发机, 0
academy:imag_fusor, tile.ac_imag_fusor.name, 虚能融合机, 0
academy:imag_phase, tile.ac_imag_phase.name, 虚相位液体, 0
academy:imagsil_ore, tile.ac_imagsil_ore.name, 虚像硅矿, 0
academy:machine_frame, tile.ac_machine_frame.name, 机械框架, 0
academy:matrix, tile.ac_matrix.name, 无线虚能矩阵, 0
academy:metal_former, tile.ac_metal_former.name, 金属处理机, 0
academy:node_advanced, tile.ac_node_advanced.name, 高级无线虚能节点, 0
academy:node_basic, tile.ac_node_basic.name, 基础无线虚能节点, 0
academy:node_standard, tile.ac_node_standard.name, 改良无线虚能节点, 0
academy:phase_gen, tile.ac_phase_gen.name, 虚相位能量发生机, 0
academy:reso_ore, tile.ac_reso_ore.name, 谐振水晶矿, 0
academy:solar_gen, tile.ac_solar_gen.name, 太阳能能量发生机, 0
academy:windgen_base, tile.ac_windgen_base.name, 风力能量发生器 - 支架底座, 0
academy:windgen_main, tile.ac_windgen_main.name, 风力能量发生器 - 主机, 0
academy:windgen_pillar, tile.ac_windgen_pillar.name, 风力能量发生器 - 支架, 0
academy:app_freq_transmitter, item.ac_apps.name, 应用安装器, 0
academy:app_media_player, item.ac_apps.name, 应用安装器, 0
academy:app_skill_tree, item.ac_apps.name, 应用安装器, 0
academy:brain_component, item.ac_brain_component.name, 脑波分析模块, 0
academy:calc_chip, item.ac_calc_chip.name, 计算芯片, 0
academy:coin, item.ac_coin.name, 硬币, 0
